"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:22 GMT 2022","127241","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","dataFilterTest","dataFilterTest()",""
"passed","Sat Oct 22 04:27:19 GMT 2022","Sat Oct 22 04:28:59 GMT 2022","99659","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowTableMatcherSingleTest","rowTableMatcherSingleTest()",""
"passed","Sat Oct 22 04:27:18 GMT 2022","Sat Oct 22 04:29:51 GMT 2022","153344","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","allDataFilterTest","allDataFilterTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:56 GMT 2022","161709","","org.mytests.tests.example.JDIPerformanceTests","","org.mytests.tests.example.JDIPerformanceTests","bigDropdownTest","bigDropdownTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:25 GMT 2022","130254","","org.mytests.tests.example.DataTableInteractTests","","org.mytests.tests.example.DataTableInteractTests","linesFilterTest","linesFilterTest()",""
"passed","Sat Oct 22 04:27:10 GMT 2022","Sat Oct 22 04:29:49 GMT 2022","158923","","org.mytests.tests.example.MenuTests","","org.mytests.tests.example.MenuTests","customMenuTest","customMenuTest()",""
"passed","Sat Oct 22 04:27:14 GMT 2022","Sat Oct 22 04:28:28 GMT 2022","73401","","org.mytests.tests.example.FormTests","","org.mytests.tests.example.FormTests","loginTest","loginTest()",""
"passed","Sat Oct 22 04:27:16 GMT 2022","Sat Oct 22 04:30:18 GMT 2022","181943","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","tableChainTest","tableChainTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:34 GMT 2022","139018","","org.mytests.tests.example.MenuTests","","org.mytests.tests.example.MenuTests","menuTest","menuTest()",""
"passed","Sat Oct 22 04:27:17 GMT 2022","Sat Oct 22 04:29:13 GMT 2022","116473","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","dataColumnTestIndex","dataColumnTestIndex()",""
"passed","Sat Oct 22 04:27:10 GMT 2022","Sat Oct 22 04:29:15 GMT 2022","125187","","org.mytests.tests.example.JDIPerformanceTests","","org.mytests.tests.example.JDIPerformanceTests","hugeTableSearchTest","hugeTableSearchTest()",""
"passed","Sat Oct 22 04:27:19 GMT 2022","Sat Oct 22 04:29:26 GMT 2022","126369","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","commonMatchersTest","commonMatchersTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:24 GMT 2022","128448","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","dataColumnNameTest","dataColumnNameTest()",""
"passed","Sat Oct 22 04:27:19 GMT 2022","Sat Oct 22 04:29:53 GMT 2022","153399","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","exactMatcherTest","exactMatcherTest()",""
"passed","Sat Oct 22 04:27:10 GMT 2022","Sat Oct 22 04:29:23 GMT 2022","132534","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowMatcherTest","rowMatcherTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:10 GMT 2022","114970","","org.mytests.tests.example.JDIPerformanceTests","","org.mytests.tests.example.JDIPerformanceTests","hugeTableValidateTest","hugeTableValidateTest()",""
"passed","Sat Oct 22 04:27:14 GMT 2022","Sat Oct 22 04:29:27 GMT 2022","132882","","org.mytests.tests.example.DataTableInteractTests","","org.mytests.tests.example.DataTableInteractTests","lineByNameTest","lineByNameTest()",""
"passed","Sat Oct 22 04:27:17 GMT 2022","Sat Oct 22 04:29:51 GMT 2022","153454","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowsAllTest","rowsAllTest()",""
"passed","Sat Oct 22 04:27:10 GMT 2022","Sat Oct 22 04:29:25 GMT 2022","135023","","org.mytests.tests.example.DataTableInteractTests","","org.mytests.tests.example.DataTableInteractTests","lineFilterTest","lineFilterTest()",""
"passed","Sat Oct 22 04:27:16 GMT 2022","Sat Oct 22 04:29:51 GMT 2022","155346","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","valueTest","valueTest()",""
"passed","Sat Oct 22 04:27:16 GMT 2022","Sat Oct 22 04:28:45 GMT 2022","89018","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","previewTest","previewTest()",""
"passed","Sat Oct 22 04:27:16 GMT 2022","Sat Oct 22 04:29:23 GMT 2022","126926","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowDataMatcherTest","rowDataMatcherTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:07 GMT 2022","112249","","org.mytests.tests.example.DataTableInteractTests","","org.mytests.tests.example.DataTableInteractTests","lineByIndexTest","lineByIndexTest()",""
"passed","Sat Oct 22 04:27:10 GMT 2022","Sat Oct 22 04:29:56 GMT 2022","166043","","org.mytests.tests.example.FormTests","","org.mytests.tests.example.FormTests","fillContactFormTest","fillContactFormTest()",""
"passed","Sat Oct 22 04:27:16 GMT 2022","Sat Oct 22 04:29:44 GMT 2022","147727","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","atLeastTest","atLeastTest()",""
"passed","Sat Oct 22 04:27:19 GMT 2022","Sat Oct 22 04:29:06 GMT 2022","106507","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","tableParamsTest","tableParamsTest()",""
"passed","Sat Oct 22 04:27:15 GMT 2022","Sat Oct 22 04:29:53 GMT 2022","157711","","org.mytests.tests.example.FormTests","","org.mytests.tests.example.FormTests","fillContactsTest","fillContactsTest()",""
"passed","Sat Oct 22 04:27:19 GMT 2022","Sat Oct 22 04:29:53 GMT 2022","153981","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","noRowsTest","noRowsTest()",""
"passed","Sat Oct 22 04:27:21 GMT 2022","Sat Oct 22 04:28:58 GMT 2022","97096","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowTableMatcherTest","rowTableMatcherTest()",""
"passed","Sat Oct 22 04:27:14 GMT 2022","Sat Oct 22 04:28:46 GMT 2022","91586","","org.mytests.tests.example.JDIPerformanceTests","","org.mytests.tests.example.JDIPerformanceTests","longTextTest","longTextTest()",""
"passed","Sat Oct 22 04:27:21 GMT 2022","Sat Oct 22 04:29:53 GMT 2022","151235","","org.mytests.tests.example.DataTableTests","","org.mytests.tests.example.DataTableTests","rowDataExactMatcherTest","rowDataExactMatcherTest()",""
